baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSMUSG00000087256	2.54522843959057	-0.704094379901101	1.98801157910172	-0.354170160426956	0.723211364639871	NA	Gm15990
ENSMUSG00000087259	7.95202880136058	-0.432904851204469	1.7621561797734	-0.245667697434252	0.805939479678142	NA	2610035D17Rik
ENSMUSG00000087263	1.78051772713506	-2.31017230957484	1.98470973083173	-1.16398497658734	0.244430100134961	NA	Gm15726
ENSMUSG00000087266	1.60092688665903	-2.24673112904735	1.98438000360214	-1.13220810780646	0.257546952237098	NA	Gm15991
ENSMUSG00000087269	4.81812240151275	-3.0263708059501	1.98175966585208	-1.52711292801939	0.126732932748276	NA	D330023K18Rik
ENSMUSG00000087282	1.33538829535129	-2.17743695375724	1.98411463507427	-1.09743505504446	0.272451256394287	NA	Gm15317
ENSMUSG00000087298	1.41718525078605	-0.337198367491918	1.98870242395668	-0.169556975156211	0.865358561344092	NA	Gm9392
ENSMUSG00000087303	0.215582935611552	-1.29860178875535	1.96268191940629	-0.661646584663181	0.508197744935125	NA	Lipo2
ENSMUSG00000087305	7.41577718754233	-0.378282027439072	1.76481700075152	-0.214346318784319	0.83027700012163	NA	A430035B10Rik
ENSMUSG00000087306	4.99742495764184	-0.560325660746724	1.93034813090311	-0.290271817697762	0.771608297340665	NA	A230004M16Rik
ENSMUSG00000087314	3.01254332737839	1.15360968101163	1.98815696867354	0.580240745166765	0.561752280249124	NA	Prkag2os2
ENSMUSG00000087331	4.76107199430176	0.445724678246102	1.95543774046363	0.227941124906601	0.819692011100588	NA	1810021B22Rik
ENSMUSG00000087347	2.55666875101712	0.850922987651775	1.98802948717621	0.428023323165303	0.66863414000556	NA	1700047K16Rik
ENSMUSG00000087354	1.63904095934306	0.829096204912483	1.98851273984646	0.416942868053488	0.676720196980336	NA	4930404I05Rik
ENSMUSG00000087355	0.624720272259798	-1.81563829119577	1.98054565002235	-0.916736400988931	0.359280786529984	NA	Gm13187
ENSMUSG00000087356	1.92889867299244	1.01769124906038	1.98736900001406	0.512079663642325	0.608595256659604	NA	Gm13856
ENSMUSG00000087360	1.38220984017346	-2.2028144773404	1.98436990384487	-1.11008258746128	0.266963439831527	NA	Gm15104
ENSMUSG00000087361	7.57062913689381	2.96431145006207	1.850108817839	1.60223626928307	0.109103372569477	NA	0610043K17Rik
ENSMUSG00000087365	8.92045893089644	-0.0665267706785483	1.85706640497814	-0.0358235820217379	0.971423029398879	NA	C430049B03Rik
ENSMUSG00000087386	0.901004008145041	0.233378780342527	1.98746001107407	0.117425648336141	0.906522760235197	NA	Gm15637
ENSMUSG00000087413	1.09416882638521	-0.864363148201165	1.98183008498609	-0.436143923108943	0.662732310903869	NA	Gm11266
ENSMUSG00000087424	8.54297841535513	-1.73234936404784	1.8503264299928	-0.936239863392419	0.349149702928564	NA	5730405O15Rik
ENSMUSG00000087431	7.05188347053538	-4.13591640367844	1.90986563168045	-2.1655536049619	0.0303453149465798	NA	Gm16054
ENSMUSG00000087445	1.55410534183686	-2.19183165756537	1.98389513600301	-1.1048122543318	0.269240949481834	NA	Gm14286
ENSMUSG00000087449	0.26240448043372	-1.40318936500214	1.9589275892847	-0.716304866334805	0.473803122621037	NA	Gm12971
ENSMUSG00000087451	1.89870091169929	1.25982845941672	1.98865372847042	0.633508207779201	0.526401822658157	NA	Gm12970
ENSMUSG00000087457	1.24048173431446	1.05639846865183	1.98868827886171	0.531203648093355	0.595277665238861	NA	Gm7799
ENSMUSG00000087475	2.35072111576005	-2.32483671671642	1.98440878276786	-1.17155131387482	0.241377244583635	NA	4933406I18Rik
ENSMUSG00000087479	3.89104491304292	1.56018735314994	1.98809866935948	0.784763541767571	0.432592219671431	NA	Gm16835
ENSMUSG00000087480	1.23586656675546	-0.53345266007558	1.98805380942349	-0.268329085232494	0.788446020061256	NA	Gm15910
ENSMUSG00000087481	2.47072100018542	0.994771337118867	1.98849790959747	0.500262701970975	0.616890113091487	NA	Gm15608
ENSMUSG00000087484	2.6259927183198	0.558878429504499	1.98770691631643	0.281167422076589	0.7785819905535	NA	2900089D17Rik
ENSMUSG00000087487	1.0230281592214	-2.04073849891649	1.9830259197186	-1.02910329039273	0.303431140146651	NA	Ppp2r2cos
ENSMUSG00000087519	3.03199594409404	0.160364921323392	1.98759174481862	0.0806830284646939	0.93569403413113	NA	AV039307
ENSMUSG00000087523	1.20261899969743	-2.13405872751636	1.98390224815697	-1.07568743848084	0.282067067204472	NA	Gm12319
ENSMUSG00000087528	1.10705627736481	0.881392895604128	1.98829507225472	0.443290791142299	0.657555415793673	NA	9830144P21Rik
ENSMUSG00000087535	2.71145763481622	-0.479332121431038	1.98567826613716	-0.241394655723109	0.809249254418761	NA	Zmiz1os1
ENSMUSG00000087543	0.83429654151523	-0.728368943133035	1.98549360176727	-0.366845273379235	0.713734435085298	NA	Gm16576
ENSMUSG00000087555	1.55410534183686	-2.19183165756537	1.98389513600301	-1.1048122543318	0.269240949481834	NA	Gm13997
ENSMUSG00000087574	5.1852693299453	-0.972653797688827	1.947282139782	-0.49949299991922	0.617432116987754	NA	C030037D09Rik
ENSMUSG00000087579	0.312360136129899	-1.46025819813949	1.97133705026138	-0.740745068402117	0.458848027441229	NA	1500017E21Rik
ENSMUSG00000087610	5.40475005378771	3.35270727767509	1.97238258822498	1.6998260366374	0.0891636525434901	NA	Gm16253
ENSMUSG00000087612	1.5062716636892	1.14500752179052	1.98853641189748	0.575804151706701	0.564747566996537	NA	A230005M16Rik
ENSMUSG00000087623	1.95241322879846	-2.27642233982136	1.9841560858017	-1.14730003154039	0.251257640995109	NA	Gm12404
ENSMUSG00000087625	2.30389957093789	-2.24360980858059	1.98351626130521	-1.13112750943833	0.258001427214888	NA	4930419G24Rik
ENSMUSG00000087635	1.3900871460111	0.152547851774713	1.98836413293763	0.0767202793732436	0.938846071480546	NA	Gm13414
ENSMUSG00000087668	1.32363101744829	0.308315575035198	1.98596346897999	0.155247354672416	0.876626317181474	NA	Gm11186
ENSMUSG00000087700	2.85806276999126	-2.49271795010018	1.9865272494473	-1.25481185863104	0.209547066664949	NA	Gm15283
ENSMUSG00000087701	0.745584315011081	-0.965428189776031	1.98712763166939	-0.485841057408563	0.627079861763245	NA	Gm13493
ENSMUSG00000087704	0.577898727437631	-1.75162171340319	1.97888548703812	-0.885155672158126	0.376072676481921	NA	Gm14978
ENSMUSG00000087775	0.662785443575736	2.0909077085576	1.97965943165769	1.05619566432533	0.290878831202065	NA	Rprl2
ENSMUSG00000087823	2.09004903007833	-0.160877044996692	1.98785886902247	-0.0809298122234416	0.935497770995303	NA	Gm22281
ENSMUSG00000087836	1.37451450136083	-2.10308854740458	1.98236805249386	-1.06089711482126	0.28873666061893	NA	Gm23956
ENSMUSG00000087881	3.49070969484198	1.31608476773336	1.9859716788693	0.662690602155347	0.507528729907928	NA	Gm22442
ENSMUSG00000087943	2.41417189745887	-0.689131429513551	1.98794301778833	-0.346655524503031	0.728850126870261	NA	Gm24245
ENSMUSG00000088036	7.14488498923303	-1.47145125926968	1.90591008250864	-0.772046526629892	0.440086871409564	NA	Gm24993
ENSMUSG00000088176	6.80994515077697	1.32509325393349	1.96118895828274	0.675658124800868	0.499257728528288	NA	Gm23094
ENSMUSG00000088246	1.49183971580555	1.0324140418216	1.98860288550145	0.519165515321709	0.603645324561951	NA	Gm25911
ENSMUSG00000088298	3.21437642971346	0.957500625072494	1.98850933319234	0.481516787017203	0.630149251721264	NA	Gm26415
ENSMUSG00000088323	3.83144055120386	-0.946504669950703	1.98176897920633	-0.477605957042361	0.632930690174547	NA	Gm25663
ENSMUSG00000088338	0.491950976605932	-1.66124913170647	1.97756602795578	-0.840047365408939	0.400881829850729	NA	Gm22849
ENSMUSG00000088442	0.89025886356753	-1.98448211754192	1.98256446478565	-1.00096725871483	0.31684263766408	NA	Gm23553
ENSMUSG00000088659	0.624720272259798	-1.81563829119577	1.98054565002235	-0.916736400988931	0.359280786529984	NA	Gm24845
ENSMUSG00000088695	2.58376717730212	0.341640318467097	1.98700858451847	0.171937011812101	0.863487048634398	NA	Gm22334
ENSMUSG00000088763	0.843437318745363	-1.89548990568662	1.98097321057715	-0.956847823870558	0.338644069670234	NA	Gm24391
ENSMUSG00000088789	1.39535915291009	-0.980633758387855	1.98780190676719	-0.493325695608514	0.621782475127139	NA	Scarna13
ENSMUSG00000088819	0.491950976605932	-1.66124913170647	1.97756602795578	-0.840047365408939	0.400881829850729	NA	Gm22388
ENSMUSG00000089129	6.91411241242057	1.05057898806954	1.92941195062895	0.544507349882991	0.586092392025195	NA	Gm26407
ENSMUSG00000089296	0.829473758184702	-1.94771010933467	1.97665080726471	-0.985358720000685	0.324447898820613	NA	Gm23205
ENSMUSG00000089375	7.3642669805306	-0.534012660843064	1.92547780114838	-0.277340336265925	0.781518789953171	NA	Snord107
ENSMUSG00000089476	0.445129431783765	-1.64032205796148	1.9766261967029	-0.829859515520746	0.406618216661013	NA	Gm25364
ENSMUSG00000089489	3.41287548099098	-2.4172424903941	1.98579388087419	-1.21726756924539	0.223502429131324	NA	Gm24732
ENSMUSG00000089617	6.96346344176466	1.42879791153656	1.90067446795152	0.751732048611389	0.452212213196618	NA	Scarna10
ENSMUSG00000089628	0.759903004012455	1.13998553445718	1.98840786322006	0.573315744492717	0.566430926902543	NA	Gm9727
ENSMUSG00000089640	1.07196713039464	0.0648624483418496	1.98881213480988	0.0326136628023191	0.973982674286298	NA	Gm6397
ENSMUSG00000089657	0.546852263964639	1.99025769815128	1.97710717320484	1.00665139711426	0.314102326073525	NA	Gm16585
ENSMUSG00000089662	2.77211501915956	-2.46623273775843	1.98627494572087	-1.24163713743234	0.214370473146744	NA	Gm14057
ENSMUSG00000089705	1.54060117493453	-2.15724690588713	1.98360172449638	-1.08754034605149	0.276798078023194	NA	Gm15970
ENSMUSG00000089708	0.843437318745363	-1.89548990568662	1.98097321057715	-0.956847823870558	0.338644069670234	NA	5330439A09Rik
ENSMUSG00000089710	8.77201908087252	-0.562285486878176	1.79964640493424	-0.312442202721884	0.754704481366101	NA	Gm15810
ENSMUSG00000089716	3.10046194127721	-0.381247800555165	1.97479812303034	-0.193056594549593	0.846914645636845	NA	Gm6264
ENSMUSG00000089726	8.21122549385338	-4.51100945053171	1.88308380543997	-2.39554364893374	0.0165957381392165	NA	Mir17hg
ENSMUSG00000089730	2.33795170453155	1.57742539819876	1.98720224754407	0.79379207634666	0.427316486247107	NA	1700007P06Rik
ENSMUSG00000089735	1.05627572627942	-0.209231440058391	1.98808524977253	-0.105242690212771	0.916183236899291	NA	Gm8428
ENSMUSG00000089736	0.491950976605932	-1.66124913170647	1.97756602795578	-0.840047365408939	0.400881829850729	NA	Tgfbr3l
ENSMUSG00000089737	3.02548680217281	-2.64808039916268	1.98852502525868	-1.33168070078384	0.182965133677056	NA	Gm15688
ENSMUSG00000089742	2.17113027528402	-2.22772645549396	1.98341408692996	-1.12317769152389	0.261362035153648	NA	Gm15898
ENSMUSG00000089759	2.07829175217532	0.879323146787721	1.98853072078578	0.442197416211026	0.658346355622814	NA	3632454L22Rik
ENSMUSG00000089762	9.01657260089615	1.0956191761835	1.73161761591987	0.632714270235395	0.52692024928597	NA	Ier5l
ENSMUSG00000089764	6.05844463063521	0.835706372171697	1.76064296478683	0.474659762874116	0.635029501906162	NA	Gm16580
ENSMUSG00000089782	5.26757983437259	-0.763015403394527	1.86156237845716	-0.409879041510769	0.681894680456208	NA	Gm3531
ENSMUSG00000089791	1.48659807439531	-0.22211508751614	1.98612448314563	-0.111833416989228	0.91095549078755	NA	Gm3555
ENSMUSG00000089794	1.50728379701469	-2.12877924298386	1.98262256916079	-1.07371885909931	0.282948706207712	NA	Gm16337
ENSMUSG00000089798	2.96245100421311	-1.10997427544681	1.9879388965965	-0.558354322332124	0.576602457463922	NA	1700028K03Rik
ENSMUSG00000089808	1.09700629963633	2.23099566780949	1.98226240273255	1.12547948482202	0.26038590580057	NA	Gm7241
ENSMUSG00000089809	3.71339948745637	-0.329476004059084	1.97094018680217	-0.167166921789572	0.86723871073714	NA	A930011G23Rik
ENSMUSG00000089818	0.671541817081966	-1.78489669516808	1.98011636726019	-0.90141000028083	0.367370366290289	NA	Gm15950
ENSMUSG00000089838	5.5476284904667	0.63807796502164	1.87755396615604	0.339845339480702	0.733973001855787	NA	Gm2962
ENSMUSG00000089842	4.49631256858707	2.09242860611912	1.98511183146095	1.05406082063357	0.291855072293211	NA	Pitpnm2os2
ENSMUSG00000089876	1.94552245652146	1.46113160449615	1.98655455330726	0.735510435423797	0.462028686960446	NA	Tmem102
ENSMUSG00000089883	1.85111968654866	1.99264181409924	1.98853970585017	1.00206287469996	0.316313226985511	NA	Gm3355
ENSMUSG00000089889	1.11667124886573	-2.09026643616842	1.98376240038734	-1.05368789919614	0.292025830889024	NA	0610040B10Rik
ENSMUSG00000089901	1.338922636587	0.980408569256651	1.98851521782649	0.493035487215567	0.621987512928313	NA	Gm8113
ENSMUSG00000089945	3.24867531814022	-2.53176511111507	1.98687165243372	-1.27424693387412	0.202575916597265	NA	Pakap
ENSMUSG00000089957	6.32753215765683	0.813262140943709	1.90802302398824	0.426232875976408	0.669938163846518	NA	A830011K09Rik
ENSMUSG00000089972	0.312360136129899	-1.46025819813949	1.97133705026138	-0.740745068402117	0.458848027441229	NA	Gm16318
ENSMUSG00000089988	0.461753215312779	-0.0965402627972959	1.98343991395415	-0.0486731471511203	0.961179775972627	NA	Gm16238
ENSMUSG00000089993	1.11645891635198	-0.59683231762075	1.98781056498195	-0.300246073813462	0.763989463443677	NA	Gm5822
ENSMUSG00000089994	0.976206614399229	-1.94753915919998	1.98154769309103	-0.982837388163993	0.325687477339249	NA	Gm16239
ENSMUSG00000089996	5.68049108489435	0.24494278391798	1.94331057805321	0.126044074829954	0.899697036093663	NA	Tmsb15b2
ENSMUSG00000089999	0.773511436132402	-1.13120240118996	1.98769630391218	-0.569102231041799	0.569286764398517	NA	Gm6485
ENSMUSG00000090005	0.577898727437631	-1.75162171340319	1.97888548703812	-0.885155672158126	0.376072676481921	NA	Gm16540
ENSMUSG00000090021	2.55547460168496	-2.2708051692834	1.98414716866447	-1.14447416257529	0.252427047135322	NA	Gm6493
ENSMUSG00000090047	0.851132657557999	-1.87423165146775	1.98149387829721	-0.945867999894285	0.344215916893834	NA	Gm16297
ENSMUSG00000090069	2.43416176560548	0.60766516457571	1.98773644075723	0.30570711092071	0.759827658632034	NA	E430024P14Rik
ENSMUSG00000090093	6.03247671588204	0.694034798551794	1.91845118771389	0.361768286311645	0.717525193049641	NA	Gm14399
ENSMUSG00000090098	6.45878611631405	1.88777218483027	1.90047683738096	0.993315018472836	0.320556460853706	NA	Alms1-ps2
ENSMUSG00000090108	1.23437159909468	0.207670832760184	1.98835963429876	0.104443295457174	0.916817565729922	NA	Gm15717
ENSMUSG00000090116	1.14404017697226	0.568849353821828	1.98479821801864	0.286603115952861	0.774416228299552	NA	Gm15680
ENSMUSG00000090119	1.01164601710262	-0.325398292827606	1.9824304734476	-0.164141087007058	0.869620077674703	NA	Gm8185
ENSMUSG00000090136	8.34259261105485	-2.00895946661372	1.73753278001176	-1.1562138508835	0.247593695722144	NA	Gm10177
ENSMUSG00000090137	4.84757793814826	-0.133898457180953	1.95563223161347	-0.0684681173773055	0.945412999145362	NA	Uba52
ENSMUSG00000090145	0.768234712491175	0.798317706842745	1.97948421502957	0.40329581856798	0.686730617455923	NA	Ugt1a6b
ENSMUSG00000090210	3.6607781554442	-0.526007516889823	1.98593748719182	-0.264866099906102	0.791112614249324	NA	Itga10
ENSMUSG00000090235	1.51497913582733	-2.24410553182864	1.98452385693507	-1.1308030004207	0.258138016809447	NA	Gm16244
ENSMUSG00000090248	0.445129431783765	-1.64032205796148	1.9766261967029	-0.829859515520746	0.406618216661013	NA	Gm14027
ENSMUSG00000090255	3.76799522285268	-1.0992244266668	1.98300330306963	-0.554323043721227	0.579357782492913	NA	4921534H16Rik
ENSMUSG00000090263	2.13200406927449	-2.34419150888762	1.98473764912481	-1.18110900446783	0.237559423303434	NA	D730045A05Rik
ENSMUSG00000090278	3.33419840394441	-1.04239503453935	1.97097337421819	-0.528873219788081	0.596893400602565	NA	NA
ENSMUSG00000090286	1.06984970404356	-2.08164774437211	1.98358918031509	-1.04943491577296	0.293977995373072	NA	Gm17615
ENSMUSG00000090307	1.94835128970809	-0.455080790468813	1.98813482217359	-0.228898355077993	0.81894791908923	NA	1700071M16Rik
ENSMUSG00000090319	0.909202510146525	0.00656507852902118	1.988462585003	0.00330158514348475	0.997365720973649	NA	Gm4462
ENSMUSG00000090330	6.95990841812886	-1.1644929502637	1.89528225150545	-0.614416638650376	0.538940043557117	NA	9130221H12Rik
ENSMUSG00000090336	3.81118336795258	-2.44362149111738	1.98611744597615	-1.23035095234078	0.218565711798865	NA	4932443I19Rik
ENSMUSG00000090363	4.28347416105301	1.67860921633392	1.98546638843244	0.845448316885993	0.397860577380127	NA	Gm3512
ENSMUSG00000090387	6.50762282012955	-3.6723646412654	1.93824396647336	-1.89468648157191	0.0581339497520122	NA	Gm17056
ENSMUSG00000090389	1.59152455403699	-2.3544944420748	1.98642739242589	-1.18529096560605	0.235902424287029	NA	Gm7236
ENSMUSG00000090397	2.41293333820749	-2.42583199868898	1.98584264139784	-1.22156305243875	0.221872907943189	NA	Gm17096
ENSMUSG00000090399	1.21336414427494	-0.224395980565018	1.98808138871031	-0.112870620810241	0.910133128651663	NA	Gm38399
ENSMUSG00000090460	2.6618567860507	0.286241001730096	1.98755223642409	0.144016844681822	0.885487168168227	NA	Gm17511
ENSMUSG00000090516	0.709641442753711	0.837407948362822	1.9885658167808	0.421111507246194	0.673673659149909	NA	Rps11-ps1
ENSMUSG00000090534	1.50728379701469	-2.12877924298386	1.98262256916079	-1.07371885909931	0.282948706207712	NA	Gm4675
ENSMUSG00000090558	2.81632870337335	1.11919856671901	1.98821222750049	0.562917052434602	0.57349136786981	NA	Gm17202
ENSMUSG00000090559	7.17500547068054	0.782407088020853	1.90485748123796	0.410743111086909	0.681260911588927	NA	Gm17137
ENSMUSG00000090564	3.33641982123809	-2.77813050192853	1.98717319024998	-1.39803139231113	0.162103640471726	NA	A430057M04Rik
ENSMUSG00000090582	1.28856675052913	-2.12677643339386	1.98357815157088	-1.07219190315722	0.283633846408023	NA	Gm17024
ENSMUSG00000090610	2.39061288275198	-0.181630916103199	1.98703090612811	-0.0914081988070942	0.927168247319077	NA	Gm3571
ENSMUSG00000090631	2.10475318091906	2.6021845847258	1.98867353435266	1.30850264750612	0.190702877176152	NA	Olfr456
ENSMUSG00000090643	3.06477101801683	1.28994830637707	1.98826405167603	0.648781184415465	0.516479820846173	NA	Gm3453
ENSMUSG00000090666	9.27143989754245	-1.58036353287682	1.78024987314439	-0.8877200648724	0.374691350031725	NA	Gm17567
ENSMUSG00000090674	2.61902963608787	-1.03114305744514	1.98836025928975	-0.518589653272123	0.604046925859082	NA	Gm17082
ENSMUSG00000090812	5.76035464562088	-0.649192282422975	1.95522417722279	-0.332029590256545	0.739866915474996	NA	Samd15
ENSMUSG00000090863	2.03644134694187	-0.261488355234598	1.98832321029525	-0.131511996581164	0.895370297098124	NA	A530084C06Rik
ENSMUSG00000090919	7.61729266348929	-0.877351849964524	1.88820635456658	-0.464648287959983	0.642183346138144	NA	Pabpc4l
ENSMUSG00000090952	1.44870497428952	0.119740213452229	1.98826506320435	0.0602234660097343	0.951977656458871	NA	Gm17251
ENSMUSG00000090958	0.671541817081966	-1.78489669516808	1.98011636726019	-0.90141000028083	0.367370366290289	NA	Lrrc32
ENSMUSG00000091019	0.610282823793479	-0.350307759057448	1.98732658570834	-0.176270856323591	0.860081156799262	NA	Gm7502
ENSMUSG00000091021	2.66976445737709	-0.189451886242204	1.98786859447052	-0.0953040290335015	0.924073342517403	NA	Gm17300
ENSMUSG00000091058	1.2277816451463	-2.07412485254845	1.97934364572778	-1.04788516992754	0.294691515710572	NA	Gm17538
ENSMUSG00000091079	1.35030477870578	0.278430190072979	1.98836025405265	0.140030052152514	0.888636246127807	NA	Gm17105
ENSMUSG00000091086	2.94441986315907	0.388580079791413	1.98715143400547	0.195546284566828	0.844965307133867	NA	Gm5428
ENSMUSG00000091144	2.39065188830522	0.447802374613026	1.98814598074055	0.225236164220812	0.821795557179223	NA	Phf11c
ENSMUSG00000091155	1.20261899969743	-2.13405872751636	1.98390224815697	-1.07568743848084	0.282067067204472	NA	Serpine3
ENSMUSG00000091177	1.11079260991423	-0.326374923158607	1.9836612908963	-0.164531578378049	0.869312689519626	NA	Gm15494
ENSMUSG00000091223	0.511200528747492	1.94857745607598	1.97182439604849	0.988210441041761	0.323049595734141	NA	Gm8775
ENSMUSG00000091269	0.279028263962734	0.387069245986854	1.97443804759868	0.196040208229176	0.844578694936937	NA	Gm6682
ENSMUSG00000091272	4.1058541836441	0.514297530628679	1.97395101265914	0.260542195490384	0.794445571527824	NA	Gm17641
ENSMUSG00000091277	1.15842322348781	-0.719478301679381	1.98864980204725	-0.361792358281837	0.71750720308203	NA	Gm1818
ENSMUSG00000091315	0.29552402008713	-0.0268224264152888	1.97776543092799	-0.0135619856611122	0.989179432728086	NA	Gm17214
ENSMUSG00000091318	1.76968827744841	-2.31639448722492	1.98492189372098	-1.16699528306504	0.243212274436033	NA	Gm5415
ENSMUSG00000091345	3.0184219663299	0.646344747454319	1.98755322057589	0.325196196390173	0.745032587218413	NA	Col6a5
ENSMUSG00000091383	0.491950976605932	-1.66124913170647	1.97756602795578	-0.840047365408939	0.400881829850729	NA	Hist1h2al
ENSMUSG00000091387	5.57791955053364	0.0970512023273647	1.94089214164755	0.0500033980481686	0.96011968046026	NA	Gcnt4
ENSMUSG00000091412	5.7294669784542	0.953984285271098	1.93361294717165	0.493368792687554	0.621752028716234	NA	Gm2895
ENSMUSG00000091418	3.34740588598881	0.595798606313767	1.98734036286976	0.299796963542482	0.764332031599787	NA	Gm3164
ENSMUSG00000091423	3.63827573296369	-0.456901127341693	1.9855939490155	-0.230108037732607	0.818007819264364	NA	Gm17509
ENSMUSG00000091455	5.25095989752572	-1.56806162639419	1.95231195623369	-0.803181899996775	0.421869605563245	NA	Otogl
ENSMUSG00000091460	0.925495829572019	0.910808638297869	1.98866327951744	0.458000430580125	0.64695213192195	NA	Gm7808
ENSMUSG00000091504	1.16072831801545	-2.16882033358956	1.98322246979538	-1.09358398597276	0.27413747583709	NA	Vmn2r118
ENSMUSG00000091507	0.976206614399229	-1.94753915919998	1.98154769309103	-0.982837388163993	0.325687477339249	NA	Gm17194
ENSMUSG00000091514	5.4742934885644	-2.41984669116938	1.90121218317836	-1.27279149196488	0.20309204106895	NA	Gm17484
ENSMUSG00000091515	4.94427083355747	0.208088120028823	1.95412048709376	0.106486842240879	0.915196094420784	NA	Zfp422-rs1
ENSMUSG00000091558	0.757489567913664	-1.91315066548556	1.98184046136264	-0.96534040089693	0.334374342363654	NA	Gm17227
ENSMUSG00000091562	6.47518340715921	-4.00701245837115	1.92342819669916	-2.08326594423836	0.0372269891422121	NA	Gm9581
ENSMUSG00000091568	5.50035433334628	-0.655108562027583	1.88243845247059	-0.348010614194473	0.727832212199006	NA	Gm8206
ENSMUSG00000091577	0.775910103708852	-0.50997479967229	1.98820140729633	-0.25650057272909	0.797564338255605	NA	Gm6211
ENSMUSG00000091586	1.60092688665903	-2.24673112904735	1.98438000360214	-1.13220810780646	0.257546952237098	NA	Cyp4f17
ENSMUSG00000091587	3.1647652397479	0.0894325985898443	1.98745062339829	0.0449986518089823	0.964108383567957	NA	Gm17191
ENSMUSG00000091617	1.48659807439531	-0.22211508751614	1.98612448314563	-0.111833416989228	0.91095549078755	NA	Gm3752
ENSMUSG00000091625	6.94581301113988	-0.606689420713081	1.93525471158722	-0.313493318001276	0.753905896497843	NA	Lsm5
ENSMUSG00000091639	5.25742213043462	-2.13252067314394	1.94873163029056	-1.09431213615903	0.273818104402144	NA	Gm3756
ENSMUSG00000091686	1.91328702278893	-2.33750168995749	1.98476807249312	-1.17772032024946	0.238908123176502	NA	4930471C04Rik
ENSMUSG00000091697	7.09006289466882	-0.300057819169644	1.82903355370327	-0.164052659702231	0.86968968888036	NA	Eif3s6-ps2
ENSMUSG00000091722	1.59504824770752	-0.873851869399709	1.98799461781955	-0.439564504635408	0.66025255365814	NA	Siah3
ENSMUSG00000091723	8.9228967835285	3.81157370278699	1.85251050304052	2.05751799870018	0.0396364254133394	NA	Gm17366
ENSMUSG00000091745	2.87672422595965	0.797313398269005	1.98840201095834	0.400981991506199	0.688433382627671	NA	Gm17098
ENSMUSG00000091764	3.32522073634988	-2.74162452151437	1.98694028030948	-1.37982230703348	0.167641362593842	NA	Zfp964
ENSMUSG00000091803	6.88150095152051	-1.99593062804814	1.9307014282673	-1.0337852341257	0.301236576080054	NA	Cox16
ENSMUSG00000091825	3.06237164329369	-1.93072857304175	1.98235913185955	-0.973954992317986	0.33007888697638	NA	Gm5778
ENSMUSG00000091831	1.33744660300937	-1.60092613564672	1.98838196431489	-0.805140141269754	0.420738814008904	NA	Gm4707
ENSMUSG00000091865	7.13566693215726	1.20194314254031	1.84381016810604	0.651880092284631	0.514478528397845	NA	NA
ENSMUSG00000091866	0.572020088486128	0.549230082368353	1.97489475324056	0.278106001075315	0.780930989200822	NA	Gm6257
ENSMUSG00000091890	2.5748483666391	-1.30345845766553	1.98760776531978	-0.655792596712772	0.51195758048378	NA	A830073O21Rik
ENSMUSG00000091898	2.42977809431475	0.508316347833013	1.9877924703787	0.255719022688606	0.798167805455026	NA	Tnnc1
ENSMUSG00000091900	4.43666920119477	-0.854219546642872	1.9655931222985	-0.434586149570963	0.663862850220867	NA	Gm4353
ENSMUSG00000091938	2.98313672683249	-2.50733809018014	1.98667377214094	-1.26207841737303	0.206920570561547	NA	Gm2564
ENSMUSG00000091941	2.84672499055667	-2.50056059592496	1.98854329674844	-1.25748360622258	0.208578571662879	NA	Gm7399
ENSMUSG00000091952	1.06671559316955	-2.15252149042341	1.98328204912737	-1.08533301724306	0.277774187483276	NA	Gm17709
ENSMUSG00000091957	0.279028263962734	0.387069245986854	1.97443804759868	0.196040208229176	0.844578694936937	NA	Rps2-ps10
ENSMUSG00000091971	3.10821068367372	-2.47127142552676	1.98637695190698	-1.24410999793079	0.213459081886312	NA	Hspa1a
ENSMUSG00000091989	0.530001379399529	-0.520188817571502	1.98532163323173	-0.262017402552922	0.793308025474456	NA	Gm17257
ENSMUSG00000091993	6.77634996156131	1.92825217018778	1.8963751092026	1.01680947025221	0.309244076096805	NA	B930036N10Rik
ENSMUSG00000092074	0.804311112735832	-1.9254565091403	1.98218753613147	-0.971379586463403	0.331359290062841	NA	Dynlt1a
ENSMUSG00000092086	0.817800785390833	-0.80978037147911	1.98473006772043	-0.408005292331357	0.683269789469105	NA	Gm6793
ENSMUSG00000092118	7.595912080386	-1.85852338963737	1.83512687512134	-1.01274926264403	0.311179940978394	NA	Fancf
ENSMUSG00000092124	1.55309320851136	1.31294145607843	1.98550603051028	0.661262890116225	0.508443735761607	NA	B930094E09Rik
ENSMUSG00000092162	0.901004008145041	0.233378780342527	1.98746001107407	0.117425648336141	0.906522760235197	NA	Vmn2r86
ENSMUSG00000092167	7.96324396763866	-4.24157622326881	1.89838583588461	-2.23430671631214	0.0254628987249001	NA	Gm3696
ENSMUSG00000092187	7.04657371934523	0.452378108314044	1.9081566644066	0.23707597848352	0.812597847584353	NA	Gm20457
ENSMUSG00000092202	0.445129431783765	-1.64032205796148	1.9766261967029	-0.829859515520746	0.406618216661013	NA	Stk19-ps1
ENSMUSG00000092216	6.17163749496465	-0.546981793255188	1.93264532234274	-0.283022335723835	0.777159715274164	NA	Gm19345
